id,en,ka,ka_translated
512,"Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.","ბავშვების განთავსება თავშესაფრებში ბევრი სხვადასხვა მიზეზით ხდება, ძალადობიდან დაწყებული, უყურადღებობით და გამოძალვით დამთავრებული.","ბავშვები იყენებენ Foster Care მრავალფეროვანი მიზეზების გამო, რომელიც მოიცავს უარყოფითი, ნარკოტიკების, და თუნდაც გამოხატვის."
513,"No child should ever have to grow up in an environment that is not nurturing, caring, and educational, but they do.","ისეთ გარემოში, სადაც ნაკლებად იგრძნობა მზრუნველობა, გაფრთხილება და განათლება, ბავშვი არ უნდა გაიზარდოს, თუმცა ეს ხშირად ხდება ასე.","არავინ ბავშვი არასდროს უნდა გაიზარდოს გარემოში, რომელიც არ არის მკურნალობა, ყურადღება, და განათლების, მაგრამ ისინი."
514,We perceive the Foster Care System to be a safety zone for these children.,"ჩვენ მიგვაჩნია, რომ ამ ბავშებისთვის უსაფრთხო ზონა შვილად აყვანის სისტემა იქნება.","ჩვენ ვფიქრობთ, რომ Foster Care System არის უსაფრთხოების ზონა ამ ბავშვებს."
515,"Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.","ჩვენი თავშესაფრების ვალდებულებაა მოსიყვარულე აღმზრდელების, სტაბილური განათლების, უსაფრთხო სახლებისა და საიმედო ჯანდაცვის უზრუნველყოფა.","ჩვენი ქრონიკული უზრუნველყოფის სისტემა უნდა უზრუნველყოფოს უსაფრთხო სახლები, საყვარელი ზრუნველყოფები, სტაბილური განათლება და საიმედო ჯანმრთელობის უზრუნველყოფა."
516,Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.,"თავშესაფრები უნდა ითვალისწინებდეს ბავშვებისთვის იმ ყველა საჭიროების დაკმაყოფილებას, რაც მათ ძველ სახლში აკლდათ, საიდანაც მათი წამოყვანა მოხდა.","Foster ყურადღება უნდა უზრუნველყოფს ყველა საჭიროებები, რომლებიც არ არსებობს სახლში, მათ წინასწარ მიიღო."
517,The Internet combines elements of both mass and interpersonal communication.,"როგორც მასობრივი, ასევე ინტერპერსონალური კომუნიკაციის ელემენტებს შეიცავს ინტერნეტი.",ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური ინტელექტუალური.
518,The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,ინტერნეტის განმასხვავებელი მახასიათებლები იწვევენ დამატებითი პარამეტრების გამოყენების და გრაფიკაციის მიდგომის თვალსაზრისით.,ინტერნეტის განსხვავებული თვისებები გამოიწვია დამატებითი ზომები გამოყენების და ბედნიერების მიდგომა.
519,"For example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).","მაგალითისთვის, „სწავლება“ და „სოციალიზაცია“ წარმოადგენს ინტერნეტის გამოყენების მნიშვნელოვან მოტივაციას (ჯეიმსი და სხვები, 1995).","მაგალითად, ""სწავლის"" და ""სოციალიზაცია"" გთავაზობთ, როგორც მნიშვნელოვანი მოწყობილობები ინტელექტუალური გამოყენებისათვის (James et al., 1995)."
520,“Personal involvement” and “continuing relationships” were also identified as new motivation aspects by Eighmey and McCord (1998) when they investigated audience reactions to websites.,როდესაც ისინი სწავლობდნენ აუდიტორიის რეაქციებს ვებგვერდების მიმართ „პირადი ჩართულობა“ და „უწყვეტი ურთიერთობა“ ეიგმისა და მაკკორდის მიერ (1998) ასევე განისაზღვრა ახალ სამოტივაციო ასპექტებად.,"""პროდუქციული ჩართვა"" და ""ახალწლო ურთიერთობები"" ასევე აირჩიეს, როგორც ახალი მოწყობილობების ეფექტები Eighmey და McCord (1998) როდესაც ისინი შეამოწმეს სატელეფონო რეაქციები ვებგვერდზე."
521,"The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.","ვიდეოჩანაწერების გამოყენებამ საშუალება მოგვცა გაგვეკეთებინა მნიშვნელოვანი აღმოჩენები მიკრომიმიკების განმარტებაში, სახის მოძრაობისა, რომელიც მხოლოდ რამდენიმე მილიწამის განმავლობაში გრძელდება.","ვიდეო რეგისტრაციის გამოყენება გამოიწვია მნიშვნელოვანი აღმოჩენა მიკრო ექსპრესიის ინტელექტურობის, სახელობის მოძრაობა, რომელიც გრძელდება რამდენიმე milliseconds."
522,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.","უფრო ზუსტად კი, აცხადებენ რომ იტყუება თუ არა ადამიანი შეიძლება დადგინდეს მიკრო გამოსახულებების სწორი ინტერპრეტაციით.","განსაკუთრებით, ვთქვათ, რომ შეგიძლიათ იპოვოთ, თუ ადამიანი ცალკეა, სწორიভাবে განმარტებით მიკრო-პროდუქციას."
523,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.","თავის ნაშრომში „პრეზიდენტის გამოსვლა“, ოლივერ საკსმა აჩვენა, თუ როგორ შეუძლიათ ადამიანებს, რომლებსაც მიუხედავად იმისა, რომ ტვინის დაზიანების გამო საუბრის გაგების უარი აქვთ დაკარგული, ზუსტად აღიქვან გულწრფელობა.","Oliver Sacks, მისი პოსტში The President's Speech, აცხადებს, თუ როგორ ადამიანები, რომლებიც არ შეუძლია გაიგოთ სიტყვა, რადგან მცენარული დაზიანების მიზეზით, შეუძლია ზუსტად შეფასოს გულშემატკივრებს."
524,He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.,"ადამიანის ქცევის ინტერპრეტაციის ასეთ შესაძლებლობას, მისი ვარაუდით, შესაძლოა ასევე ცხოველებიც, მაგალითად ძაღლები, იზიარებდნენ.","ის კი გთავაზობთ, რომ ასეთი შესაძლებლობები ადამიანის ქცევის განმარტებით შეიძლება გაზიარება ცხოველებს, როგორიცაა საცხოვრებელი ძაღლები."
525,Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.,მეოცე საუკუნის კვლევებმა გამოავლინა მემკვიდრული ცვალებადობის ორი ფორმა: ფარული და გამოხატული.,"XX საუკუნის კვლევა აჩვენა, რომ არსებობს ორი კუნძულები გენეტიკული ვარიანტი: დამალული და გამოხატული."
526,"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.",ახალ გენეტიკურ ვარიაციას ქმნის მუტაცია და შერჩევა გამოხატული ვარიაციიდან შლის მას.,"Mutation დაამატა ახალი გენეტიკული ვარიანტი, და შერჩევა გატვირთვა მას გამოხატული ვარიანტი."
527,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,სეგრეგაცია და რეკომბინაცია ერთმანეთში წინ და უკან ურევს მემკვიდრული ცვალებადობის ორ ფორმას ყოველი თაობისთვის.,Segregation and recombination shuffle variation back and forward between two pools with each generation.
528,"Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources.",სავანაში ადამიანისნაირი საჭმლის მომნელებელი სისტემის მქონე პრიმატებს არსებული მცენარეული რესურსით უჭირს ამინომჟავების საჭიროების დაკმაყოფილება.,"out of the savannah, ეს არის რთული, რომ პრიმიტი, რომელსაც სინამდვილეული სისტემა, როგორიცაა ადამიანები, რათა შეესაბამება მისი მინიმალური მჟავა მოთხოვნები ხელმისაწვდომი ქარხანა რესურსები."
529,"Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.","აღნიშნულის შეუსრულებლობას, გარდა ამისა, შესაძლოა მძიმე შედეგები მოყვეს, მათ შორის მძიმე დეპრესია, კვების დარღვევა და საბოლოო ჯამში კი — სიკვდილი.","გარდა ამისა, ამის გაკეთების შეცდომა აქვს სერიოზული შედეგები: ზრდის დეპრესია, ცუდი კვების და ბოლო პერიოდში სიკვდილი."
530,"The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.","ყველაზე მარტივად ხელმისაწვდომი მცენარეულ რესურსში არის ის ცილები, რომელსაც ფოთლები და პარკოსანი მცენარეები შეიცავს, მაგრამ თუ ისინი მომზადებული არ იქნება, ჩვენნაირი პრიმატებისთვის მათი მონელება ძნელია.","ყველაზე ადვილად ხელმისაწვდომი ქარხანა რესურსები იყო ცილის ხელმისაწვდომი ფურცელი და კუნთები, მაგრამ ეს არის რთული პრიმიტები, როგორიცაა ჩვენ, რომ გატვირთოთ, თუ ისინი ჩვეულებრივ."
531,"In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.","მიუხედავად ამისა, ცხოველური საკვები (ჭიანჭველები, ტერმიტები, კვერცხები) არა მხოლოდ არ არის ადვილად მოსანელებელი, მათში ასევე დიდი რაოდენობით ცილებია, რაც საციცოცხლოდ მნიშვნელოვან ამინომჟავებს შეიცავენ.","განსხვავებით, ცხოველთა საკვები (თერმიტი, თერმიტი, ყვავილები) არ არის მხოლოდ ადვილად იღებადი, მაგრამ ისინი უზრუნველყოფს მაღალი ხარისხის ცილის, რომელიც შეიცავს ყველა მნიშვნელოვანი ნომინოს მჟავები."
532,"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.","ჩვენ არ უნდა გაგვიკვირდეს, ყველაფრის გათვალისწინებით, რომ ჩვენმა წინაპრებმა „ცილის პრობლემა“ დაახლოებით სავანაში შიმპანზეების მსგავსად გადაჭრეს.","ყველა რამ, რაც შეეხება, ჩვენ არ უნდა იყოს უცნაური, თუ ჩვენი საკუთარი ძმები გადაწყვიტა მათი ""პროტეინერი პრობლემა"" ზოგიერთი იგივე გზა, როგორც Chimps on Savannah დღეს."
533,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,ძილის შეწყვეტა მიზანმიმართულად გაღვიძების პროცესია ნორმალური ძილის პერიოდში და ცოტა ხანშივე (10-60 წუთი) ხდება ჩაძინება.,Sleep Interruption is the process of intentionally wake up during your normal sleep period and falling down short time later (10–60 წუთი).
534,This can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.,"ამის გაკეთება მარტივად შეიძლება მშვიდი მაღვიძარას დახმარებით, რათა გამოფხიზლდეთ ბოლომდე გაღვიძების ნაცვლად.",ეს შეიძლება ადვილად გააკეთოთ გამოყენებით შედარებით მშვიდობიანი სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო სატელეფონო
535,"If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.","იმ შემთხვევაში, თუ ძილის მდგომარეობაში საათს თიშავთ, შეგიძლიათ ის ოთახის სხვა მხარეს დადოთ იმისთვის, რომ თავი აიძულოთ ადგეთ საწოლიდან მის გამოსართავად.","თუ თქვენ იპოვებთ საკუთარ თავს აღსანიშნავია საათი თქვენი საძინებელი, ეს შეიძლება განთავსდეს სხვა მხარეს ოთახში, დააჭირეთ თქვენ გაქცევა საძინებელი, რათა დააყენოთ იგი."
536,"Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate.","ბიორიტმზე დაფუძნებული სხვა ვარიანტები არის ძილის წინ ბევრი სითხის მიღება (განსაკუთრებით განთქმული შარდმდენები წყალი ან ჩაი), რაც ადამიანს აიძულებს მოსაშარდად გაღვიძებას.","სხვა ბიორტიმიზმის დაფუძნებული ვარიანტები მოიცავს ჭამა ბევრი სქემა (მაგალითად, წყალი ან თეთრი, ცნობილი დირექტორი) სანამ საძინებელი, დააჭირეთ ერთი მიიღოს up to urinate."
537,The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.,"ის, თუ რამდენად შინაგანად მშვიდია ადამიანი, სულისა და სხეული დაძაბულობასთან წინააღმდეგობრივ კორელაციაშია.","ინდივიდუალური მშვიდობის რაოდენობა, რომელიც ადამიანი აქვს, correlates opposite to the amount of tension in the body and spirit."
538,"The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.",დაძაბულობის სიმცირესთან ერთად სიცოცხლის პოზიტიური ძალა გამოვლინება მატულობს. აბსოლუტური სიმშვიდისა და კმაყოფილების მიღწევის პოტენციალი ყველა ადამიანს აქვს.,"უფრო დაბალი ტენდენცია, უფრო პოპულარული სიცოცხლის ძალა აქვთ. ყველა ადამიანს აქვს პოტენცია, რათა იპოვოს უმაღლესი მშვიდობა და ბედნიერება."
539,Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.,ყველა შეიძლება გასხივოსნდეს. ამ მიზნის დამაბრკოლებელი ერთადერთი ფაქტორი ჩვენივე დაძაბულობა და ნეგატიურობაა.,"ყველა ადამიანი შეუძლია გაზაფხულება. ერთ-ერთი რამ, რომელიც ამ მიზნის გზაა, არის ჩვენი საკუთარი ტემპერატურა და უარყოფითი."
540,"The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.","ტიბეტური ბუდიზმი ბუდას სწავლებაზეა დაფუძნებული, ხოლო გავრცელდა მაჰაიანას სიყვარულით და ინდური იოგის მრავალი მეთოდების საშუალებით.","Tibetan Buddhism ეფუძნება Buddha სწავლების, მაგრამ გაიზარდა Mahayana გზა სიყვარული და ბევრი ტექნოლოგიების ინდივიდუალური Yoga."
541,"In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.","ტიბეტური ბუდიზმი, პრინციპში, სრულიად უბრალოა. ის მოიცავს მედიტაციას, კუნდალინი იოგას და ყოვლისმომცველ სიყვარულის გზას.","ინიციატივით, Tibetan Buddhism არის ძალიან მარტივი. ეს შეიცავს Kundalini Yoga, მედიტაცია და გზა ყველა შეუერთებული სიყვარული."
542,"With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.","კუნდალინი იოგისის პრაქტიკისას, იოგის პოზების, სუნთქვის ვარჯიშების, მანტრის და ვიზუალიზაციის საშუალებით იღვიძებს კუნდალინის ენერგია (გასხივოსნების ენერგია).","Kundalini Yoga-თან ერთად Kundalini ენერგეტიკა (გადასავალი ენერგეტიკა) აღსანიშნავია yoga პოსტები, სინამდვილეული გაგრძელებები, mantras და ვიზუალიზაციები."
543,"The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.","ღვთიური იოგა არის ტიბეტური მედიტაციის ცენტრი. ენერგიის არხების გაწმენდა, ჩაკრების გააქტიურება და განმანათლებლური ცნობიერების შექმნა ხდება სხვადასხვა ღვთაებების ვიზუალიზაციის გზით.","Tibetan Meditation Center is Godity Yoga. სხვადასხვა ღმერთების ვიზუალიზაციის მეშვეობით ენერგეტიკული kanals გაწმენდა, chakras გააქტიურებულია და გაბრაზებული სიცოცხლე შექმნა."
544,"Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out.","მე-2 მსოფლიო ომის დროს, საერთო მტერი იყო გერმანია, რატომაც სსრკ-მ და აშშ-მ თანამშრომლობა გადაწყვიტეს. ომის დასრულების შემდეგ კი, აზრთა სხვადასხვაობამ სისტემის, პროცესის და კულტურის მიმართ ქვეყნებს შორის განხეთხილება გამოიწვია.","გერმანია იყო საერთო მტკიცებულება 2 მსოფლიო ომში, რომელიც იწვევს თანამშრომლობას ევროკავშირის და აშშ-ის შორის. ომის დასრულების შემდეგ სისტემის, პროცესის და კულტურის კონტაქტები იწვევს ქვეყნებს, რომლებიც იღებენ."
545,"With two years of the end of the war, the former allies were now enemies and the Cold War began.","ომის დამთავრებიდან ორ წელიწადში ცივი ომი დაიწყო, ყოფილი მოკავშირეები ახლა მტრები გახდნენ.","სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ."
546,"It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places.","ის გაგრძელდებოდა მომდევნო 40 წელიწადს აფრიკიდან აზიამდე, ავღანეთში, კუბაში და ბევრ სხვა ადგილას ბრძოლის ველზე.","ეს უნდა გაგრძელდეს მომდევნო 40 წლის განმავლობაში და იქნება ბრძოლა რეალური, პროექციური ომები, ბრძოლის მეშვეობით აფრიკაში და აზიაში, Афганистанში, კუბაში და ბევრი სხვა ადგილებში."
547,"By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.","პოლონეთის დაცვა 1939 წლის 17 სექტემბრისთვის უკვე გარღვეული იყო, და ერთადერთი იმედი უკან დახევა და რუმინეთის ხიდისწინა გამაგრებასთან რეორგანიზება იყო.","17 სექტემბერს 1939 წელს, პოლონეთის თავმჯდომარე უკვე გაჩერდა, და მხოლოდ იმედი იყო, რომ გადარჩენა და გადაწყვიტა გერმანიის ბრიტანეთის მეშვეობით."
548,"However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.","თუმცა, ამ გეგმებმა ერთ ღამეში ძალა დაკარგა, როდესაც პოლონეთის აღმოსავლეთ რეგიონების დაკავების შემდეგ საბჭოთა კავშირის წითელი არმიის 800 000-ზე მეტი ჯარისკაცი შემოვიდა და ბელორუსიის და უკრაინის ფრონტები გახსნა, რაც რიგის სამშვიდობო ხელშეკრულების, საბჭოთა-პოლონეთის არა აგრესიის პაქტის და სხვა ორმხრივი და მრავალმხრივი საერთაშორისო ხელშეკრულებების დარღვევას წარმოადგენდა.","მიუხედავად იმისა, რომ ეს გეგმები გაჩერებული იყო, თითქმის ღამეში, როდესაც სუბიექტთა ასოციაციის Red Army-ის 800,000-ზე მეტი მკვლელობები შევიდა და შექმნა ბერკოვანი და უკრაინული ფრიტინები შემდეგ, რაც პოლონეთის აღმოსავლეთ რეგიონებში ჩრდილოეთ კლუბი, ჩრდილოეთ კლუბი, სუბიექტური-პოლონური არქგრესიული პარტიის და სხვა საერთაშორისო ურთიერთობების, ორივე მხრივ და მრავალ მხრივ."
549,Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.,"საქონლის ტრანსპორტირებისთვის გემების გამოყენება ყველაზე ეფექტური გზაა, განსაკუთრებით დიდი რაოდენობის მგზავრების და ოკეანის გავლით საქონლის გადაზიდვის შემთხვევაში.",გამოყენებით საბავშვო სატრანსპორტო ნივთიერებები არის დიდი რაოდენობის ადამიანი და ნივთიერებები მთელ ზღვაში ყველაზე ეფექტური გზა.
550,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.","საზღვაო ძალების საქმიანობა ტრადიციულად, გულისხმობდა ქვეყანას ხალხისა და საქონლის გადაადგილების შესაძლებლობა შეენარჩუნებინა, ამავე დროს ხელი შეეშალა მტრის მიერ თავისი ხალხისა და საქონლის გადაადგილების შესაძლებლობისთვის.","სამსახურების მუშაობა ტრადიციულად იყო, რათა უზრუნველყოფს, რომ თქვენი ქვეყანა შენარჩუნებს შესაძლებლობას გადატანა თქვენი ხალხი და ნივთიერებები, ხოლო ამავე დროს, შერჩევა თქვენი მტკიცებულების შესაძლებლობას გადატანა მისი ხალხი და ნივთიერებები."
551,One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.,მეორე მსოფლიო ომის ჩრდილოატლანტიკური კამპანია ამის ყველაზე გამოკვეთილი ბოლო პერიოდის მაგალითია. ამერიკელები ატლანტის ოკეანეზე ბრიტანეთის დასახმარებლად ჯარისკაცებისა და მასალების გადატანას მცდელობს არ აკლებდნენ.,ერთ-ერთი ყველაზე მნიშვნელოვანი ბოლო მაგალითები ეს იყო სამხრეთ Atlantic კამპანიის WWII. ამერიკელები ცდილობდა გადასვლა ადამიანი და მასალები მთელ Atlantic Ocean დაეხმაროს ბრიტანეთში.
552,"At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.","რა დროსაც გერმანიის სამხედრო-საზღვაო ფლოტი, ძირითადად წყალქვეშა ნავების საშუალებით, ამ გადაზიდვების შეჩერაბას ცდილობდა.","ამავე დროს, გერმანიის გერმანიის, ძირითადად U-boats გამოყენებით, ცდილობდა ამ ტრანსპორტის შეჩერებას."
553,"Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.","მოკავშირეთა კრახის შემთხვევაში, გერმანია ბრიტანეთის დაპყრობასაც შეძლებდა დიდი ალბათობით ისევე, როგორც ეს დანარჩენი ევროპის შემთხვევაში გააკეთა.","თუ ბრიტანეთი არ შეეძლო, გერმანია, როგორც ჩანს, შეუძლებელია გამარჯვება ბრიტანეთში, როგორც მას ჰქონდა სხვა ევროპის."
554,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","თხების მოშინაურება, როგორც ჩანს, პირველად დაახლოებით 10 000 წლის წინ, ირანში, ზაგროსის მთებში მოხდა.","Goats, როგორც ჩანს, პირველი დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში დასაწყისში."
555,"Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.","უძველესი კულტურის წარმომადგენლემა და ტომებმა რძის, თმის, ხორცისა და ტყავის უფრო მარტივად მოსაპოვებლად დაიწყეს მათი მოშენება.","ძველი კულტურები და ტემპერატურები დაიწყეს, რომ მათ მარტივი ხელმისაწვდომი მყარი, თმის, თაობაზე და კანის."
556,"Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today.","ზოგადად შინაურ თხებს აჩერებდნენ იმ ნახირებში, რომლებიც გორაკებზე ან სხვა საძოვრებზე დახეტიალობდნენ, და რომლებსაც ხშირად ბავშვები ან მოზარდები თხების მწყემსები აკონტროლებდნენ, უფრო მეტად ცნობილი ჩვეულებრივი მწყემსების მსგავსად. დღესაც გამოიყენება მწყემსვის ეს მეთოდები.",შინაგან საქმეთა სამინისტროს მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალიტეტის მუნიციპალი
