score,item_id,createdBy_id,sourceText,targetText,targetID,referenceText
32,201,35,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.","Middle Order Batsmen, Sachin Tendulkar და Rahul Dravid, კარგად შესრულდა და გააკეთა სამუდამოდ პარტნიორები.",small100,"საჩინ ტენდულკარმა და რაჰულ დრავიდმა, შუა რგოლის ბურთის მომგერიებლებმა ძალიან კარგი შედეგი დადეს და ასწლიანი პარტნიორობა ჩამოაყალიბეს."
36,202,35,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","მაგრამ, კაპიტნის ვიკეტის დაკარგვის შემდეგ ინდოეთმა მხოლოდ 36 გარბენი დაკარგა 7 ვიკეტი ინინგის დასასრულებლად.",google_sheet,"მაგრამ ინდოეთმა, კაპიტნის ვიკეტის დაკარგვის შემდეგ, მხოლოდ 36 გარბენი შეასრულა, რა დროსაც 7 ვიკეტი დაიხსნა ინინგების გათამაშების დროს."
59,203,35,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","მაგრამ კაპიტნის ვიკეტის დაკარგვის შემდეგ ინდოეთმა მხოლოდ 36 გარბენი გააკეთა, 7 ვიკეტის დაკარგვით ინინგის დასასრულებლად.",kona,"მაგრამ ინდოეთმა, კაპიტნის ვიკეტის დაკარგვის შემდეგ, მხოლოდ 36 გარბენი შეასრულა, რა დროსაც 7 ვიკეტი დაიხსნა ინინგების გათამაშების დროს."
8,204,35,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","მაგრამ, კაპიტანის wicket-ის დაკარგვის შემდეგ, ინდუსტრია მხოლოდ გააკეთა 36 runs losing 7 wickets, რათა დასრულდეს innings.",small100,"მაგრამ ინდოეთმა, კაპიტნის ვიკეტის დაკარგვის შემდეგ, მხოლოდ 36 გარბენი შეასრულა, რა დროსაც 7 ვიკეტი დაიხსნა ინინგების გათამაშების დროს."
90,205,35,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.",აშშ-ის პრეზიდენტი ჯორჯ ბუში სინგაპურში 16 ნოემბერს დილით ჩავიდა და დაიწყო აზიის ერთკვირიანი ტურნე.,google_sheet,16 ნოემბერს დილით ჩაფრინდა სინგაპურში აშშ-ს პირველი პირი ჯორჯ ბუში და ერთ კვირიანი ტური დაიწყო აზიაში.
87,206,35,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","აშშ-ის პრეზიდენტი ჯორჯ ბუში უმცროსი სინგაპურში 16 ნოემბერს დილით ჩავიდა, რითაც დაიწყო აზიის შვიდდღიანი ტური.",kona,16 ნოემბერს დილით ჩაფრინდა სინგაპურში აშშ-ს პირველი პირი ჯორჯ ბუში და ერთ კვირიანი ტური დაიწყო აზიაში.
28,207,35,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","U.S. President George W. Bush 16 ნოემბრის საათზე სინგრაფიაში შევიდა, დაიწყო საათიანი მოგზაურობა აზიაში.",small100,16 ნოემბერს დილით ჩაფრინდა სინგაპურში აშშ-ს პირველი პირი ჯორჯ ბუში და ერთ კვირიანი ტური დაიწყო აზიაში.
95,208,35,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,მას მიესალმა სინგაპურის ვიცე-პრემიერი ვონ კან სენგი და განიხილა ვაჭრობისა და ტერორიზმის საკითხები სინგაპურის პრემიერ მინისტრთან ლი ჰსიენ ლუნგთან.,google_sheet,"მას ვონგ დახვდა კან სენგი, სინგაპურის ვიცე პრემიერ მინისტრი და სინგაპურის პრემიერ მინისტრთან ლი სიან ლუნთან ვაჭრობის და ტერორიზმის საკითხები განიხილა."
90,209,35,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,მას სინგაპურის ვიცე-პრემიერმა ვონგ კან სენგმა უმასპინძლა და სინგაპურის პრემიერ-მინისტრ ლის ჰსიენ ლონგთან ერთად განიხილა ვაჭრობისა და ტერორიზმის საკითხები.,kona,"მას ვონგ დახვდა კან სენგი, სინგაპურის ვიცე პრემიერ მინისტრი და სინგაპურის პრემიერ მინისტრთან ლი სიან ლუნთან ვაჭრობის და ტერორიზმის საკითხები განიხილა."
13,210,35,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,მას ბედნიერი იყო სინგოგრაფიის ვიქტორი Wong Kan Seng და შეხვდა სავაჭრო და ტურისტული პრობლემები სინგოგრაფიის პრემიერ-მინისტრის Lee Hsien Loong-თან.,small100,"მას ვონგ დახვდა კან სენგი, სინგაპურის ვიცე პრემიერ მინისტრი და სინგაპურის პრემიერ მინისტრთან ლი სიან ლუნთან ვაჭრობის და ტერორიზმის საკითხები განიხილა."
67,211,35,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.",შუალედურ არჩევნებში ერთი კვირის წაგების შემდეგ ბუშმა აუდიტორიას განუცხადა აზიაში ვაჭრობის გაფართოების შესახებ.,google_sheet,"ბუშმა პუბლიკას აზიაში ვაჭრობის გაფართოების შესახებ მას შემდეგ უამბო, რაც წააგო ერთკვირიანი შუალედური არჩევნები."
77,212,35,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.","საშუალოვადიან არჩევნებში ერთი კვირის დანაკარგის შემდეგ, ბუშმა აუდიტორიას აზიაში ვაჭრობის გაფართოების შესახებ ესაუბრა.",kona,"ბუშმა პუბლიკას აზიაში ვაჭრობის გაფართოების შესახებ მას შემდეგ უამბო, რაც წააგო ერთკვირიანი შუალედური არჩევნები."
0,213,35,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.","სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ.",small100,"ბუშმა პუბლიკას აზიაში ვაჭრობის გაფართოების შესახებ მას შემდეგ უამბო, რაც წააგო ერთკვირიანი შუალედური არჩევნები."
81,214,35,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","პრემიერ მინისტრი სტივენ ჰარპერი დათანხმდა მთავრობის „სუფთა ჰაერის აქტის“ გაგზავნას ყველა პარტიის კომიტეტს განსახილველად, მის მეორე მოსმენამდე, სამშაბათს 25 წუთიანი შეხვედრის შემდეგ NDP-ის ლიდერთან ჯეკ ლეიტონთან PMO-ში.",google_sheet,"სამშაბათს, პროექტების მართვის ოფისში (PMO), ახალი დემოკრატიული პარტიის (NDP) ლიდერთან, ჯეკ ლეიტონთან 25-წუთიანი შეხვედრის შემდეგ, პრემიერ მინისტრი სტივენ ჰარპერი, კანონპროექტის მეორე წაკითხვამდე, დათანხმდა მთავრობის „სუფთა ჰაერის შესახებ კანონის“ განსახილველად გადაცემას ერთობლივ კომიტეტში."
88,215,35,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","პრემიერ-მინისტრი სტივენ ჰარპერი დათანხმდა მთავრობის 'სუფთა ჰაერის აქტის' გაგზავნას ყველა პარტიის კომიტეტში განსახილველად, მეორე წაკითხვამდე, სამშაბათს NDP-ის ლიდერ ჯეკ ლეიტონთან 25 წუთიანი შეხვედრის შემდეგ PMO-ში.",kona,"სამშაბათს, პროექტების მართვის ოფისში (PMO), ახალი დემოკრატიული პარტიის (NDP) ლიდერთან, ჯეკ ლეიტონთან 25-წუთიანი შეხვედრის შემდეგ, პრემიერ მინისტრი სტივენ ჰარპერი, კანონპროექტის მეორე წაკითხვამდე, დათანხმდა მთავრობის „სუფთა ჰაერის შესახებ კანონის“ განსახილველად გადაცემას ერთობლივ კომიტეტში."
11,216,35,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","პრემიერ-მინისტრი Stephen Harper შეხვდა, რომ მთავრობის ""Clean Air Act"" გაგზავნა ყველა მხარდაჭერა კომიტეტის მიმოხილვა, მისი მეორე კითხვის წინ, სამშაბათს 25 წუთი შეხვედრის შემდეგ NDP-ის ლიდერი Jack Layton-თან PMO-ში.",small100,"სამშაბათს, პროექტების მართვის ოფისში (PMO), ახალი დემოკრატიული პარტიის (NDP) ლიდერთან, ჯეკ ლეიტონთან 25-წუთიანი შეხვედრის შემდეგ, პრემიერ მინისტრი სტივენ ჰარპერი, კანონპროექტის მეორე წაკითხვამდე, დათანხმდა მთავრობის „სუფთა ჰაერის შესახებ კანონის“ განსახილველად გადაცემას ერთობლივ კომიტეტში."
89,217,35,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.","ლეიტონმა პრემიერთან შეხვედრის დროს მოითხოვა ცვლილებები კონსერვატორთა გარემოსდაცვით კანონპროექტში და მოითხოვა კონსერვატიული პარტიის გარემოსდაცვითი კანონპროექტის ""საფუძვლიანი და სრული გადაწერა"".",google_sheet,პრემიერ მინისტრთან აუდიენციისას ლეიტონმა კონსერვატორების გარემოსდაცვით კანონპროექტში განახლებები და კონსერვატიული პარტიის წარმოდგენილი გარემოსდაცვითი კანონპროექტის „საფუძვლიანი და სრული გადაწერა“ მოითხოვა.
61,218,35,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.","ლეიტონმა სთხოვა ცვლილებები კონსერვატორების გარემოსდაცვით კანონპროექტში პრემიერ-მინისტრთან შეხვედრის დროს, მოითხოვა ""საფუძვლიანი და სრული გადაწერა"" კონსერვატიული პარტიის გარემოსდაცვითი კანონპროექტის.",kona,პრემიერ მინისტრთან აუდიენციისას ლეიტონმა კონსერვატორების გარემოსდაცვით კანონპროექტში განახლებები და კონსერვატიული პარტიის წარმოდგენილი გარემოსდაცვითი კანონპროექტის „საფუძვლიანი და სრული გადაწერა“ მოითხოვა.
16,219,35,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.","Layton მოითხოვა კონცერტატორების გარემოს ანგარიში ცვლილებების მიღება PM-თან შეხვედრის დროს, მოითხოვა კონცერტატორული პარტიის გარემოს ანგარიში ""შემატკივრული და სრული აღწერა"".",small100,პრემიერ მინისტრთან აუდიენციისას ლეიტონმა კონსერვატორების გარემოსდაცვით კანონპროექტში განახლებები და კონსერვატიული პარტიის წარმოდგენილი გარემოსდაცვითი კანონპროექტის „საფუძვლიანი და სრული გადაწერა“ მოითხოვა.
79,220,35,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","მას შემდეგ, რაც ფედერალურმა მთავრობამ ხელი შეუწყო მერსის საავადმყოფოს დაფინანსებას დევონპორტში, ტასმანია, შტატის მთავრობა და ზოგიერთმა ფედერალურმა დეპუტატმა გააკრიტიკეს ეს ქმედება, როგორც ტრიუკი ნოემბრისთვის დაგეგმილი ფედერალური არჩევნების პრელუდიაში.",google_sheet,"მას შემდეგ, რაც ფედერალურმა მთავრობამ გადაწყვიტა საკუთარ თავზე აეღო მერსის საავადმყოფოს დაფინანსება ტასმანიაში, დევენპორტში, სახელმწიფო მმართველობამ და რამდენიმე ფედერალურმა პარლამენტარმა აღნიშნული აქტი გააკრიტიკა და მას ნოემბრის თვეში ჩასატარებელი ფედერალური არჩევნების წინ მოწყობილი ტრიუკი უწოდა."
75,221,35,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","ფედერალური მთავრობის მიერ დევონპორტში, ტასმანიაში, მერსის საავადმყოფოს დაფინანსების აღების შემდეგ, სახელმწიფო მთავრობა და ზოგიერთი ფედერალური დეპუტატი აკრიტიკებდნენ ამ ქმედებას, როგორც ფედერალურ არჩევნებამდე ნოემბრისთვის დაგეგმილ საარჩევნო ტრიუკს.",kona,"მას შემდეგ, რაც ფედერალურმა მთავრობამ გადაწყვიტა საკუთარ თავზე აეღო მერსის საავადმყოფოს დაფინანსება ტასმანიაში, დევენპორტში, სახელმწიფო მმართველობამ და რამდენიმე ფედერალურმა პარლამენტარმა აღნიშნული აქტი გააკრიტიკა და მას ნოემბრის თვეში ჩასატარებელი ფედერალური არჩევნების წინ მოწყობილი ტრიუკი უწოდა."
9,222,35,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","მას შემდეგ, რაც ფედერალური მინისტრის თავმჯდომარე მოჰყვა Mersey საავადმყოფოში Devonport, Tasmania, სახელმწიფო მინისტრის და ზოგიერთი ფედერალური მინისტრის მოადგილე ამ საქმიანობას შეარჩიეს, როგორც ფედერალური მოადგილე, რომელიც ნომერში მოითხოვენ ფედერალური არჩევნები.",small100,"მას შემდეგ, რაც ფედერალურმა მთავრობამ გადაწყვიტა საკუთარ თავზე აეღო მერსის საავადმყოფოს დაფინანსება ტასმანიაში, დევენპორტში, სახელმწიფო მმართველობამ და რამდენიმე ფედერალურმა პარლამენტარმა აღნიშნული აქტი გააკრიტიკა და მას ნოემბრის თვეში ჩასატარებელი ფედერალური არჩევნების წინ მოწყობილი ტრიუკი უწოდა."
54,223,35,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","მაგრამ პრემიერ მინისტრმა ჯონ ჰოვარდმა თქვა, რომ ეს აქტი იყო მხოლოდ საავადმყოფოს ობიექტების დაცვა ტასმანიის მთავრობის მიერ შემცირებისგან, დამატებით 45 მილიონი AUD დოლარის მიცემით.",google_sheet,"თუმცა, როგორც ჯონ ჰოვარდმა, პრემიერ მინისტრმა თქვა, ეს ქმედება მხოლოდ საავადმყოფოს შენობების ტასმანიის მთავრობის მიერ რეიტინგის დაწევისგან დასაცავად განხორციელდა და დამატებით 45 მილიონი ავსტრალიური დოლარი გადაეცათ."
90,224,35,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","მაგრამ პრემიერ-მინისტრმა ჯონ ჰოვარდმა განაცხადა, რომ აქტი მხოლოდ იმისთვის იყო, რომ საავადმყოფოს დაწესებულებები ტასმანიის მთავრობის მიერ დაქვეითებისგან დაეცვა, დამატებით 45 მილიონი AUD-ის მიცემით.",kona,"თუმცა, როგორც ჯონ ჰოვარდმა, პრემიერ მინისტრმა თქვა, ეს ქმედება მხოლოდ საავადმყოფოს შენობების ტასმანიის მთავრობის მიერ რეიტინგის დაწევისგან დასაცავად განხორციელდა და დამატებით 45 მილიონი ავსტრალიური დოლარი გადაეცათ."
18,225,35,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","მაგრამ პრემიერ-მინისტრი John Howard აცხადებს, რომ ქმედება მხოლოდ საავადმყოფოს საშუალებებით, რათა უზრუნველყოფს საავადმყოფოს მასშტაბით, რომელიც ატვირთვათ დამატებითი AUD $ 45 მილიონი.",small100,"თუმცა, როგორც ჯონ ჰოვარდმა, პრემიერ მინისტრმა თქვა, ეს ქმედება მხოლოდ საავადმყოფოს შენობების ტასმანიის მთავრობის მიერ რეიტინგის დაწევისგან დასაცავად განხორციელდა და დამატებით 45 მილიონი ავსტრალიური დოლარი გადაეცათ."
68,226,35,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","უახლესი ბიულეტენის მიხედვით, ზღვის დონის მაჩვენებლებმა მიუთითა, რომ ცუნამი შეიქმნა. იყო გარკვეული ცუნამის აქტივობა დაფიქსირდა პაგო პაგოსა და ნიუეს მახლობლად.",google_sheet,"უახლესი ცნობების მიხედვით, ცუნამის წარმოქმნაზე ზღვის დონის მაჩვენებლები მიუთითებდნენ. ცუნამის გარკვეული აქტივობა პაგო პაგოს და ნიუეს მახლობლად დაფიქსირდა."
91,227,35,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","უახლესი ბიულეტენის მიხედვით, ზღვის დონის მაჩვენებლები მიუთითებდნენ ცუნამის წარმოქმნაზე. გარკვეული ცუნამის აქტივობა დაფიქსირდა პაგო პაგოსა და ნიუეზე.",kona,"უახლესი ცნობების მიხედვით, ცუნამის წარმოქმნაზე ზღვის დონის მაჩვენებლები მიუთითებდნენ. ცუნამის გარკვეული აქტივობა პაგო პაგოს და ნიუეს მახლობლად დაფიქსირდა."
15,228,35,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","უახლესი ბილეთების მიხედვით, ზღვის დონეზე წერილები აჩვენა, რომ tsunami გააკეთა. ზოგიერთი მინიმალური tsunami აქტიურობა ჩაწერილი იყო Pago Pago და Niue ახლოს.",small100,"უახლესი ცნობების მიხედვით, ცუნამის წარმოქმნაზე ზღვის დონის მაჩვენებლები მიუთითებდნენ. ცუნამის გარკვეული აქტივობა პაგო პაგოს და ნიუეს მახლობლად დაფიქსირდა."
58,229,35,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","ტონგაში მსხვილი ზარალისა და დაშავების შესახებ ინფორმაცია არ მომხდარა, მაგრამ ელექტროენერგია დროებით დაიკარგა, რამაც, გავრცელებული ინფორმაციით, ხელი შეუშალა ტონგას ხელისუფლებას ცუნამის გაფრთხილების მიღებაში PTWC-ის მიერ.",google_sheet,"ტონგიდან სერიოზული ზარალის ან დანაკარგების შესახებ არაფერი გადმოუციათ, თუმცა დროებით ელექტროენერგიის მიწოდება შეწყდა, რამაც ხელი შეუშალა, რომ წყნარი ოკეანის ცუნამის გამაფრთხილებელი ცენტრის მიერ გაცემული ცუნამის შესახებ გაფრთხილება ტონგანის ხელისუფლებას გაეთვალისწინებინა."
95,230,35,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","ტონგაში მნიშვნელოვანი ზიანი ან დაზიანებები არ დაფიქსირებულა, მაგრამ დროებით შეწყდა ელექტროენერგიის მიწოდება, რამაც, სავარაუდოდ, ხელი შეუშალა ტონგის ხელისუფლებას PTWC-ის მიერ გაცემული ცუნამის გაფრთხილების მიღებაში.",kona,"ტონგიდან სერიოზული ზარალის ან დანაკარგების შესახებ არაფერი გადმოუციათ, თუმცა დროებით ელექტროენერგიის მიწოდება შეწყდა, რამაც ხელი შეუშალა, რომ წყნარი ოკეანის ცუნამის გამაფრთხილებელი ცენტრის მიერ გაცემული ცუნამის შესახებ გაფრთხილება ტონგანის ხელისუფლებას გაეთვალისწინებინა."
10,231,35,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","Tonga-ში არ ჩანს მნიშვნელოვანი დაზიანება ან დაზიანება, მაგრამ ძალა დროულად დაკარგული იყო, რაც აღნიშნა, რომ Tonga-ის ოფიციალურმა მინისტრის მიერ გამოქვეყნებული tsunami შეტყობინება მიიღოს.",small100,"ტონგიდან სერიოზული ზარალის ან დანაკარგების შესახებ არაფერი გადმოუციათ, თუმცა დროებით ელექტროენერგიის მიწოდება შეწყდა, რამაც ხელი შეუშალა, რომ წყნარი ოკეანის ცუნამის გამაფრთხილებელი ცენტრის მიერ გაცემული ცუნამის შესახებ გაფრთხილება ტონგანის ხელისუფლებას გაეთვალისწინებინა."
56,232,35,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"ჰავაის თოთხმეტი სკოლა, რომელიც მდებარეობს სანაპირო ზოლზე ან მის მახლობლად, მთელი ოთხშაბათი დაიხურა, მიუხედავად გაფრთხილებების გაუქმებისა.",google_sheet,"მიუხედავად იმისა, რომ გაფრთხილება გაუქმდა, ჰავაიში სანაპირო ზოლზე ან მათ სიახლოვეს არსებული თოთხმეტი სკოლა დაიხურა."
91,233,35,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"ჰავაიზე სანაპირო ზოლთან მდებარე ან სანაპიროზე მდებარე თოთხმეტი სკოლა დაიხურა ოთხშაბათს, მიუხედავად იმისა, რომ გაფრთხილებები გაუქმდა.",kona,"მიუხედავად იმისა, რომ გაფრთხილება გაუქმდა, ჰავაიში სანაპირო ზოლზე ან მათ სიახლოვეს არსებული თოთხმეტი სკოლა დაიხურა."
18,234,35,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"14 სკოლა Hawaii-ში, რომელიც მდებარეობს ან ახლოს სანაპიროზე, დასრულდა ყველა თებერვალს, მიუხედავად იმისა, რომ შეტყობინებები გაზრდის.",small100,"მიუხედავად იმისა, რომ გაფრთხილება გაუქმდა, ჰავაიში სანაპირო ზოლზე ან მათ სიახლოვეს არსებული თოთხმეტი სკოლა დაიხურა."
82,235,35,U.S. President George W. Bush welcomed the announcement.,აშშ-ის პრეზიდენტი ჯორჯ ბუში მიესალმა განცხადებას.,google_sheet,"ჯორჯ უოკერ ბუშმა, აშშ-ის პრეზიდენტმა ეს შეტყობინება მოიწონა."
55,236,35,U.S. President George W. Bush welcomed the announcement.,აშშ-ის პრეზიდენტმა ჯორჯ ბუშმა მიესალმა ამ განცხადებას.,kona,"ჯორჯ უოკერ ბუშმა, აშშ-ის პრეზიდენტმა ეს შეტყობინება მოიწონა."
14,237,35,U.S. President George W. Bush welcomed the announcement.,U.S. President George W. Bush მიიღო განცხადებას.,small100,"ჯორჯ უოკერ ბუშმა, აშშ-ის პრეზიდენტმა ეს შეტყობინება მოიწონა."
59,238,35,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","ბუშის სპიკერმა გორდონ ჯონდრომ ჩრდილოეთ კორეის დაპირება უწოდა ""ძირითადი ნაბიჯი კორეის ნახევარკუნძულის შემოწმებადი დენუკლეარიზაციის მიზნისკენ"".",google_sheet,"ჩრდილოეთ კორეის პირობას ბუშის პრეს-სპიკერმა, გორდონ ჯონდროემ „კორეის ნახევარკუნძულის დადასტურებადი დენუკლეარიზაციისკენ გადადგმული მნიშვნელოვანი ნაბიჯი“ უწოდა."
94,239,35,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","ბუშის სპიკერმა გორდონ ჯონდრომ ჩრდილოეთ კორეის დაპირება ""კორეის ნახევარკუნძულის ვერიფიცირებადი დენუკლეარიზაციის მიღწევისკენ გადადგმულ მნიშვნელოვან ნაბიჯად"" შეაფასა.",kona,"ჩრდილოეთ კორეის პირობას ბუშის პრეს-სპიკერმა, გორდონ ჯონდროემ „კორეის ნახევარკუნძულის დადასტურებადი დენუკლეარიზაციისკენ გადადგმული მნიშვნელოვანი ნაბიჯი“ უწოდა."
22,240,35,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","Bush თავმჯდომარე Gordon Johndroe აცხადებს ჩრდილოეთ კორეის შეთანხმება ""მთავარი ნაბიჯი იმისათვის, რომ გააკეთოთ გამოცდილებული denuclearization კორეის კორეის კუნძულზე"".",small100,"ჩრდილოეთ კორეის პირობას ბუშის პრეს-სპიკერმა, გორდონ ჯონდროემ „კორეის ნახევარკუნძულის დადასტურებადი დენუკლეარიზაციისკენ გადადგმული მნიშვნელოვანი ნაბიჯი“ უწოდა."
60,241,35,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","ატლანტის ოკეანეში დღეს ჩამოყალიბდა ატლანტის ოკეანეში მეათე დასახელებული შტორმი, სუბტროპიკული ქარიშხალი ჯერი.",google_sheet,"ატლანტიკური ქარიშხლების სეზონის რიგით მეათე ქარიშხალი, სუბტროპიკული შტორმი სახელად „ჯერი“, დღეს ატლანტიკის ოკეანეში წარმოიშვა."
92,242,35,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","ატლანტიკური ქარიშხლების სეზონის მეათე დასახელებული შტორმი, სუბტროპიკული შტორმი ჯერი, დღეს ატლანტის ოკეანეში ჩამოყალიბდა.",kona,"ატლანტიკური ქარიშხლების სეზონის რიგით მეათე ქარიშხალი, სუბტროპიკული შტორმი სახელად „ჯერი“, დღეს ატლანტიკის ოკეანეში წარმოიშვა."
7,243,35,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","Atlantic Hurricane სეზონი, Subtropical Storm Jerry, შექმნილია Atlantic Ocean დღეს.",small100,"ატლანტიკური ქარიშხლების სეზონის რიგით მეათე ქარიშხალი, სუბტროპიკული შტორმი სახელად „ჯერი“, დღეს ატლანტიკის ოკეანეში წარმოიშვა."
