id,en,ka,ka_translated
609,Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years.,"ნახშირბადის მასიურმა მეურნეობამ შეცვალა ბიოსფეროს ის სტაბილური მდგომარეობა, რომელიც ბოლო ორი მილიონი წლის განმავლობაში ხელს უწყობდა ადამიანების ევოლუციას, როგორც ახლა მეცნიერება მიუთითებს.","მეცნიერება ახლა მიუთითებს, რომ ამ მასიურმა ნახშირბადის ეკონომიკამ ბიოსფერო გამოაგდო მისი სტაბილური მდგომარეობიდან, რომელიც მხარს უჭერდა ადამიანის ევოლუციას ბოლო ორი მილიონი წლის განმავლობაში."
610,Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,სოციუმში ყველა მონაწილეობს და ყველა იყენებს სატრანსპორტო სისტემებს. სატრანსპორტო სისტემების მიმართ თითქმის ყველა პრეტენზიას აცხადებს.,ყველა მონაწილეობს საზოგადოებაში და იყენებს სატრანსპორტო სისტემებს. თითქმის ყველა უჩივის სატრანსპორტო სისტემებს.
611,In developed countries you seldom hear similar levels of complaints about water quality or bridges falling down.,"მსგავსი ტიპის საჩივრებს წყლის ხარისხისა და ხიდების ჩამონგრევასთან დაკავშირებით განვითარებულ ქვეყნებში, იშვიათად მოისმენთ.",განვითარებულ ქვეყნებში იშვიათად გესმით მსგავსი დონის საჩივრები წყლის ხარისხის ან ხიდების ჩამონგრევის შესახებ.
612,"Why do transportation systems engender such complaints, why do they fail on a daily basis? Are transportation engineers just incompetent? Or is something more fundamental going on?","რატომ იღებენ სატრანსპორტო სისტემები ამდენ საჩივარს, რატომ აქვთ ყოველდღიურად ამდენი წარუმატებლობა? უბრალოდ ტრანსპორტირების ინჟინრები არიან არაკომპეტენტურები? თუ რამე უფრო არსებითს აქვს ადგილი?","რატომ იწვევს სატრანსპორტო სისტემები ამდენ საჩივრებს, რატომ მარცხდებიან ისინი ყოველდღიურად? სატრანსპორტო ინჟინრები უბრალოდ არაკომპეტენტურები არიან? თუ რაღაც უფრო ფუნდამენტური ხდება?"
613,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,კონკრეტული მძღოლებისა და მანქანების მოძრაობის ორ წერტილს შორს და მათი ერთმანეთთან ურთიერთობას შესწავლას ეწოდება სატრანსპორტო ნაკადი (Traffic Flow).,"სატრანსპორტო ნაკადი არის ინდივიდუალური მძღოლებისა და მანქანების მოძრაობის შესწავლა ორ წერტილს შორის და ურთიერთქმედება, რომელსაც ისინი ერთმანეთთან ამყარებენ."
614,"Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.","სამწუხაროდ, ძალიან ძნელია სატრანსპორტო ნაკადის შესწავლა, რადგან მძღოლის ქცევის პროგნოზირება 100%-იანი სიზუსტით შეუძლებელია.","სამწუხაროდ, სატრანსპორტო ნაკადის შესწავლა რთულია, რადგან მძღოლის ქცევის ასი პროცენტით წინასწარ განსაზღვრა შეუძლებელია."
615,"Fortunately, drivers tend to behave within a reasonably consistent range; thus, traffic streams tend to have some reasonable consistency and can be roughly represented mathematically.","მძღოლები გონივრული თანმიმდევრობის დიაპაზონში მოქმედებენ საბედნიეროდ; ამგვარად, ტრანსპორტის ნაკადებს ტენდენციურად აქვს გარკვეული გონივრული თანმიმდევრულობა და მათემატიკურად უხეშად შეიძლება იყოს წარმოდგენილი.","საბედნიეროდ, მძღოლები, როგორც წესი, იქცევიან გონივრულად თანმიმდევრულ დიაპაზონში; ამრიგად, სატრანსპორტო ნაკადებს აქვთ გარკვეული გონივრული თანმიმდევრულობა და შეიძლება უხეშად მათემატიკურად იყოს წარმოდგენილი."
616,"To better represent traffic flow, relationships have been established between the three main characteristics: (1) flow, (2) density, and (3) velocity.","ურთიერთკავშირების დადგენა მოხდა სამ ძირითად მახასიათებელს შორის ტრანსპორტის მოძრაობის უკეთ დასაგეგმად: (1) ნაკადი, (2) ინტენსივობა და (3) სიჩქარე.","უკეთესად რომ წარმოვადგინოთ მოძრაობის ნაკადი, დამყარდა ურთიერთობები სამ ძირითად მახასიათებელს შორის: (1) ნაკადი, (2) სიმკვრივე და (3) სიჩქარე."
617,"These relationships help in planning, design, and operations of roadway facilities.","ეს ურთიერთკავშირები საავტომობილოგზის კეთილმოწყობის დაგეგმვას, პროექტირებასა და ექსპლუატაციას უწყობს ხელს.","ეს ურთიერთობები გვეხმარება საგზაო ობიექტების დაგეგმვაში, დიზაინსა და ოპერაციებში."
618,Insects were the first animals to take to the air. Their ability to fly helped them evade enemies more easily and find food and mates more efficiently.,"პირველი ცხოველები, რომლებმაც ფრენა დაიწყეს მწერები იყვნენ. ფრენის უნარი მათ დაეხმარა უფრო მარტივად არიდებოდნენ მტრებს, მოეპოვებინათ საკვები და შეწყვილებულიყვნენ უფრო ეფექტურად.","მწერები იყვნენ პირველი ცხოველები, რომლებმაც დაიწყეს ფრენა. მათი ფრენის უნარი დაეხმარა მათ უფრო ადვილად აერიდებინათ მტრები და უფრო ეფექტურად ეპოვათ საკვები და მეწყვილეები."
619,Most insects have the advantage of being able to fold their wings back along the body.,"უმეტესი მწერის უპირატესობა იმაში მდგომარეობს, რომ მათ შეუძლიათ ფრთების დაკეცვა სხეულის გასწვრივ.",მწერების უმეტესობას ფრთების სხეულის გასწვრივ დაკეცვის უპირატესობა აქვს.
620,This gives them a wider range of small places to hide from predators.,ეს მათ უქმნის მტაცებლებისგან დასამალად პატარა ზომის ადგილების უფრო ფართო არჩევანს.,ეს მათ მტაცებლებისგან დამალვის უფრო ფართო დიაპაზონს აძლევს.
621,"Today, the only insects that cannot fold back their wings are dragon flies and mayflies.","დღესდღეობით, მწერებიდან მხოლოდ ნემსიყლაპიებს და ერთდღიურებს არ შეუძლიათ ფრთების უკან შეკეცვა.","დღეს ერთადერთი მწერები, რომლებსაც ფრთების დაკეცვა არ შეუძლიათ, არიან ნემსიყლაპიები და კოღოები."
622,"Thousands of years ago, a man called Aristarchus said that the Solar System moved around the Sun.","კაცი სახელად არისტარქე ათასობით წლის წინ ამბობდა, რომ მზის სისტემა მზის გარშემო მოძრაობდა.","ათასობით წლის წინ, ერთმა კაცმა, სახელად არისტოქარუსმა, თქვა, რომ მზის სისტემა მზის გარშემო ბრუნავდა."
623,"Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).","ზოგიერთს ეგონა, რომ ის მართალი იყო, თუმცა ბევრს კი პირიქით სჯეროდა, რომ მზის სისტემა, მზის ჩათვლით (და სხვა ვარსკვლავებიც კი) ბრუნავდა დედამიწის გარშემო.","ზოგი ფიქრობდა, რომ ის მართალი იყო, მაგრამ ბევრ ადამიანს საპირისპირო სჯეროდა; რომ მზის სისტემა დედამიწის გარშემო ბრუნავდა, მათ შორის მზე (და სხვა ვარსკვლავებიც კი)."
624,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?","ეს გონივრულია, რადგან სულაც არ იგრძნობა, რომ დედამიწა მოძრაობს, არა?","ეს ლოგიკური ჩანს, რადგან დედამიწა არ იგრძნობა, თითქოს მოძრაობს, არა?"
625,The Amazon River is the second longest and the biggest river on Earth. It carries more than 8 times as much water as the second biggest river.,მდინარე ამაზონი სიგრძით მეორე და დედამიწის ყველაზე დიდ მდინარეს წარმოადგენს. სიდიდით მეორე მდინარესთან შედარებით იგი 8-ჯერ უფრო წყალუხვია.,"ამაზონის მდინარე არის მეორე ყველაზე გრძელი და უდიდესი მდინარე დედამიწაზე. ის ატარებს 8-ჯერ მეტ წყალს, ვიდრე მეორე უდიდესი მდინარე."
626,"The Amazon is also the widest river on Earth, at times six miles wide.","ამაზონი ასევე ყველაზე ფართო მდინარეა დედამიწაზე, მისი სიგანე ზოგჯერ ექვს მილს აღწევს.","ამაზონი ასევე დედამიწის ყველაზე განიერი მდინარეა, ზოგჯერ ექვს მილამდე სიგანეში."
627,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,"ამაზონზე წყლის სრული 20 პროცენტი მოდის, რომელიც ოკეანეებში პლანეტის მდინარეებიდან ჩაედინება.",პლანეტის მდინარეებიდან ოკეანეებში ჩამდინარე წყლის 20 პროცენტი ამაზონიდან მოდის.
628,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.","ძირითადი ამაზონის მდინარე 6,387 კმ (3,980 მილი) სიგრძისაა. იგი წყალს ათასობით პატარა მდინარისგან აგროვებს.","ამაზონის მთავარი მდინარე 6,387 კმ (3,980 მილი) სიგრძისაა. ის აგროვებს წყალს ათასობით პატარა მდინარიდან."
629,"Although pyramid-building in stone continued until the end of the Old Kingdom, the pyramids of Giza were never surpassed in their size and the technical excellence of their construction.","გიზას პირამიდები ზომით და მშენებლობის ტექნიკური სრულყოფილებით მათ არასოდეს აღემატებოდა თუმცა, ქვაში პირამიდის მშენებლობა ძველი სამეფოს დასრულებამდე გრძელდებოდა.","მიუხედავად იმისა, რომ პირამიდების ქვისგან აგება ძველი სამეფოს დასასრულამდე გრძელდებოდა, გიზას პირამიდები თავიანთი ზომითა და მშენებლობის ტექნიკური სრულყოფილებით აღარასდროს აღემატებოდა."
630,"New Kingdom ancient Egyptians marvelled at their predecessors monuments, which were then well over a thousand year old.","ახალი სამეფოს უძველეს ეგვიპტელებს თავიანთი წინაპრების ძეგლები უკვირდათ, რომლებიც მაშინ ათასი წლის იყო.","ახალი სამეფოს ძველი ეგვიპტელები გაოცებულები იყვნენ თავიანთი წინამორბედების მონუმენტებით, რომლებიც იმ დროისთვის უკვე ათას წელზე მეტი ხნის იყო."
631,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.,"ვატიკანში დაახლოებით 800 ადამიანი ცხოვრობს. იგი მსოფლიოს ყველაზე პატარა დამოუკიდებელი ქვეყანაა, მოსახლეობის ყველაზე მცირე რაოდენობით.",ვატიკანის ქალაქის მოსახლეობა დაახლოებით 800-ია. ის მსოფლიოში ყველაზე პატარა დამოუკიდებელი ქვეყანაა და ყველაზე დაბალი მოსახლეობის მქონე ქვეყანა.
632,Vatican City uses Italian in its legislation and official communications.,ოფიციალური კომუნიკაციისას და კანონმდებლობაში ვატიკანი იტალიურ ენას იყენებს.,ვატიკანის ქალაქი თავის კანონმდებლობასა და ოფიციალურ კომუნიკაციებში იყენებს იტალიურ ენას.
633,Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.,"იტალიური ასევე ყოველდღიური ენაა, რომელსაც ის იყენებს, ვინც სახელმწიფო სტრუქტურებშია დასაქმებული, მაშინ როცა ლათინურს რელიგიური ცერემონიალების დროს იყენებენ.","იტალიური ასევე ყოველდღიური ენაა, რომელსაც იყენებენ სახელმწიფო სამსახურში მომუშავე ადამიანების უმეტესობა, ხოლო ლათინური ხშირად გამოიყენება რელიგიურ ცერემონიებში."
634,All citizens of Vatican City are Roman Catholic.,ყველა მოქალაქე ვატიკანში არის კათოლიკე.,ვატიკანის ყველა მოქალაქე რომაული კათოლიკეა.
635,"People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.","ჯერ კიდევ ანტიკური პერიოდიდან იცოდა ადამიანმა ძირითადი ქიმიური ელემენტების შესახებ, როგორიცაა ოქრო, ვერცხლი და სპილენძი, რადგან პრიმიტიული ხელსაწყოებით მარტივად შეიძლებოდა ამ ყველაფერის ბუნებრივი ფორმით ბუნებაში მოპოვება და ამოღება.","ხალხმა უძველესი დროიდან იცოდა ძირითადი ქიმიური ელემენტების შესახებ, როგორიცაა ოქრო, ვერცხლი და სპილენძი, რადგან ეს ყველა შეიძლება ბუნებაში აღმოჩნდეს სუფთა სახით და შედარებით მარტივია მათი მოპოვება პრიმიტიული იარაღებით."
636,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.","ფილოსოფოსი არისტოტელეს თეორიის მიხედვით ყველაფერი ერთი ან ოთხამდე ელემენტის ნაზავისაგან შედგება. ესენია მიწა, წყალი, ჰაერი და ცეცხლი.","არისტოტელე, ფილოსოფოსი, ამტკიცებდა, რომ ყველაფერი შედგება ერთი ან მეტი ოთხი ელემენტიდან. ისინი იყვნენ დედამიწა, წყალი, ჰაერი და ცეცხლი."
637,"This was more like the four states of matter (in the same order): solid, liquid, gas, and plasma, though he also theorised that they change into new substances to form what we see.","მიუხედავად იმისა, რომ ეს უფრო ოთხ აგრეგატულ მდგომარეობას წააგავდა (იმავე თანმიმდევრობით): მყარ, თხევად, აირისებრ და პლაზმურს, მან ასევე ივარაუდა, რომ მათი ახალ ნივთიერებებად გარდაქმნა ხდებოდა იმისთვის, რომ წარმოქმნილიყო ის, რასაც ჩვენ აღვიქვამთ.","ეს უფრო ჰგავდა მატერიის ოთხ მდგომარეობას (იგივე თანმიმდევრობით): მყარი, თხევადი, აირადი და პლაზმა, თუმცა მან ასევე ივარაუდა, რომ ისინი ახალ ნივთიერებებად გარდაიქმნებიან, რათა შექმნან ის, რასაც ჩვენ ვხედავთ."
638,Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.,"შენადნობი არის ძირითადად ორი ან მეტი ლითონისგან შემდგარი ნარევი. არ დაგავიწყდეთ, რომ მენდელეევის ელემენტთა პერიოდული სისტემა ბევრ ელემენტს აერთიანებს.","შენადნობები ძირითადად ორი ან მეტი ლითონის ნარევია. არ დაგავიწყდეთ, რომ პერიოდულ ცხრილში ბევრი ელემენტია."
639,"Elements like calcium and potassium are considered metals. Of course, there are also metals like silver and gold.","ლითონებად ითვლება ისეთი ელემენტები, როგორებიცაა კალციუმი და კალიუმი. ბუნებრივია, რომ არსებობს ვერცხლის და ოქროს მსგავსი ლითონებიც.","ელემენტები, როგორიცაა კალციუმი და კალიუმი, ითვლება ლითონებად. რა თქმა უნდა, ასევე არსებობს ლითონები, როგორიცაა ვერცხლი და ოქრო."
640,You can also have alloys that include small amounts of non-metallic elements like carbon.,"თქვენ შესაძლოა ასევე გქონდეთ მცირე ოდენობით არა-ლითონური ელემენტების შემცველი შენადნობები, მაგალითად ნახშირბადი.","თქვენ ასევე შეგიძლიათ გქონდეთ შენადნობები, რომლებიც შეიცავს მცირე რაოდენობით არამეტალურ ელემენტებს, როგორიცაა ნახშირბადი."
641,Everything in the Universe is made of matter. All matter is made of tiny particles called atoms.,ყველაფერი სამყაროში მატერიისგან შედგება და ყველა მატერია კი — ატომებად წოდებული პატარა ნაწილაკებისგან.,"სამყაროს ყველაფერი მატერიისგან შედგება. ყველა მატერია შედგება პაწაწინა ნაწილაკებისგან, რომლებსაც ატომები ეწოდება."
642,Atoms are so incredibly tiny that trillions of them could fit into the period at the end of this sentence.,"ატომები წარმოუდგენლად მცირე ზომისაა, შეიძლება ტრილიონობით ატომი ამ წინადადების ბოლოს დასმულ წერტილში დაეტიოს.","ატომები იმდენად წარმოუდგენლად პატარები არიან, რომ ტრილიონი მათგანი ჩაეტევა ამ წინადადების ბოლოში არსებულ წერტილში."
643,"Thus, the pencil was a good friend to many people when it came out.","მაშასადამე, ფანქარი კარგი ბევრი ადამიანის საიმედო მეგობარი აღმოჩნდა მისი სამყაროში გამოჩენის შემდეგ.","ამრიგად, ფანქარი კარგი მეგობარი იყო მრავალი ადამიანისთვის, როდესაც ის გამოვიდა."
644,"Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.","სამწუხაროდ, მას შემდეგ, რაც წერის ახალი მეთოდები გაჩნდა, ფანქარმა თავისი სტატუსი და საჭიროება დაკარგა.","სამწუხაროდ, წერის ახალი მეთოდების გაჩენისას, ფანქარი ნაკლებად მნიშვნელოვან სტატუსსა და გამოყენებას დაექვემდებარა."
645,"People now write messages on computer screens, never having to come close to a sharpener.","გამომდინარე იქიდან, რომ დღეს ადამიანები შეტყობინებებს კომპიუტერის ეკრანებზე წერენ, მათ სათლელთან გაკარებაც კი აღარ უწევთ.","ადამიანები ახლა წერენ შეტყობინებებს კომპიუტერის ეკრანებზე, არასოდეს უწევთ მიახლოება სათლელთან."
646,One can only wonder what the keyboard will become when something newer comes along.,"ადამიანმა შეიძლება იფიქროს თუ რად გადაიქცევა კლავიატურა მას შემდეგ, რაც რაიმე ახალი გამოჩნდება.","მხოლოდ იმის წარმოდგენა შეიძლება, თუ რა ბედი ეწევა კლავიატურას, როდესაც რაიმე უფრო ახალი გამოჩნდება."
647,The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,ატომური ბომბის მუშაობის პრინციპი გამოიხატება მიღებული ენერგიით ბირთვის აწყობა უამრავი პროტონითა და ნეიტრონებით.,"გაყოფის ბომბი მუშაობს იმ პრინციპზე, რომ ენერგიას სჭირდება ბირთვის შექმნა, რომელსაც აქვს ბევრი პროტონი და ნეიტრონი."
648,Sort of like rolling a heavy cart up a hill. Splitting the nucleus up again then releases some of that energy.,ძალიან მძიმე ურიკის გორაზე აგორებას მოგაგონებთ. ბირთვი კვლავ იშლება და შემდეგ ამ ენერგიის ნაწილს გამოყოფს.,თითქოს მძიმე ურიკას აღმართზე მივაგორებთ. ბირთვის ხელახლა გაყოფა შემდეგ ათავისუფლებს ამ ენერგიის ნაწილს.
649,Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.,"ზოგიერთ ატომს არასტაბილური ბირთვი აქვს, რაც იმას გულისხმობს, რომ ის შეიძლება მცირე შეხებით ან შეხების გარეშეც კი დაიშალონ.","ზოგიერთ ატომს აქვს არასტაბილური ბირთვი, რაც ნიშნავს, რომ ისინი მიდრეკილნი არიან დაიშალოს მცირე ან საერთოდ ბიძგის გარეშე."
650,The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.,მთვარის გარეთა გარსს ქერქი ეწოდება. მთვარის ზედაპირი დაფარულია ქვებისა და მტვრისგან.,მთვარის ზედაპირი შედგება ქანებისა და მტვრისგან. მთვარის გარე ფენას ქერქი ეწოდება.
651,The crust is about 70 km thick on the near side and 100 km thick on the far side.,"ახლო მხარეს ქერქი დაახლოებით 70 კმ. სისქისაა, ხოლო მოშორებულ მხარეს კი — 100 კმ.",ქერქი დაახლოებით 70 კმ სისქისაა ახლო მხარეს და 100 კმ სისქის შორეულ მხარეს.
652,It is thinner under the maria and thicker under the highlands.,"ის ზღვასთან უფრო თხელია, ხოლო უფრო მეტად სქელია მთიან ადგილას.",ის უფრო თხელია მარიების ქვეშ და უფრო სქელია მაღლობების ქვეშ.
653,There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.,"გამომდინარე იქიდან, რომ ამ მხარეს ქერქი უფრო თხელია, ახლოს მდებარე მხარეს შესაძლოა იყოს უფრო მეტი მთვარის ზღვების. ლავას უფრო ადვილად შეეძლო ამოფრქვევა.","შეიძლება უფრო მეტი მარია იყოს მოპირდაპირე მხარეს, რადგან ქერქი უფრო თხელია. ლავას უფრო ადვილად შეეძლო ზედაპირზე ამოსვლა."
654,Content theories are centered on finding what makes people tick or appeals to them.,"რა ამოძრავებს ადამიანებს და რა არის მათთვის მიმზიდველი, — სწავლობს შინაარსის თეორიები.","შინაარსის თეორიები ორიენტირებულია იმის პოვნაზე, თუ რა ამოძრავებს ადამიანებს ან რა იზიდავს მათ."
655,These theories suggest that people have certain needs and/or desires which have been internalized as they mature to adulthood.,"ამ თეორიების მიხედვით, ადამიანებს აქვთ გარკვეული საჭიროებები და/ან სურვილები, რომელთა გათავისება ხდება, რაც უფრო ზრდასრულ ასაკში შედიან.","ეს თეორიები ვარაუდობენ, რომ ადამიანებს აქვთ გარკვეული მოთხოვნილებები და/ან სურვილები, რომლებიც შინაგანია, როდესაც ისინი ზრდასრულ ასაკს აღწევენ."
656,These theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.,"ეს თეორიები შეისწავლიან იმას თუ, რა არის ზოგიერთ ადამიანში ის, რაც აიძულებს მათ სურდეთ ის, რაც სურთ, მათი გარემო პირობებში არსებული ფაქტორებიდან რომლები აიძულებთ მათ შეასრულონ ან არ შეასრულონ ზოგიერთი რამე.","ეს თეორიები უყურებს, რა არის ისეთები გარკვეულ ადამიანებში, რაც მათ აძლევს იმის სურვილს, რაც მათ სურთ და რა არის ისეთები მათ გარემოში, რაც მათ აიძულებს ან არ აიძულებს გარკვეულ ქმედებებს."
657,Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.,მასლოუს მოთხოვნილებათა იერარქიის თეორია და ჰერცბერგის ორი ფაქტორის თეორია ორი ყველაზე გავრცელებული შინაარსის შესახებ თეორიაა.,ორი პოპულარული შინაარსის თეორიაა მასლოუს მოთხოვნილებების იერარქიის თეორია და ჰერცბერგის ორფაქტორიანი თეორია.
658,"Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain “one of the guys” (or gals).","როდესაც მენეჯერები იწყებენ ყოფილი თანატოლების გაძღოლას, ზოგადად, ორი ტიპის ქცევას შეიძლება ჰქონდეს ადგილი. ერთ-ერთი ასეთი ქცევა მოიცავს „ერთ-ერთ ბიჭებად (გოგოდ)“ დარჩენას.","ზოგადად, ორი ქცევა შეიძლება წარმოიშვას, როდესაც მენეჯერები იწყებენ თავიანთი ყოფილი თანატოლების ხელმძღვანელობას. სპექტრის ერთი ბოლო არის მცდელობა, რომ დარჩეს ""ერთ-ერთი ბიჭი"" (ან გოგო)."
659,"This type of manager has difficulty making unpopular decisions, performing disciplinary action, performance evaluations, assigning responsibility, and holding people accountable.","არაპოპულარული გადაწყვეტილებების მიღება, დისციპლინური ზომების გატარება, შესრულების შეფასება, პასუხისმგებლობის განაწილება და ადამიანების წინაშე ანგარიშვალდებულება არ ახასიათებთ ამ ტიპის მენეჯერებს.","ამ ტიპის მენეჯერს უჭირს არაპოპულარული გადაწყვეტილებების მიღება, დისციპლინური ზომების გატარება, შესრულების შეფასება, პასუხისმგებლობის დაკისრება და ხალხის პასუხისმგებლობის დაკისრება."
660,"At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.","ადამიანი ამოუცნობ ფიგურად იქცევა სპექტრის მეორე ბოლოს, რომელიც გრძნობს, რომ უნდა შეცვალოს ყველაფერი და გახადოს ეს მათი საქმე, რასაც გუნდი ახორციელებდა.","სპექტრის მეორე ბოლოში მყოფი ადამიანი გარდაიქმნება ისეთ ინდივიდად, რომელიც გრძნობს, რომ უნდა შეცვალოს გუნდის მიერ აქამდე გაკეთებული ყველაფერი და აქციოს ის თავისად."
661,"After all, the leader is ultimately responsible for the success and failure of the team.","ყველაფრის მიუხედავად, ლიდერია საბოლოოდ პასუხისმგებელი გუნდის წარმატებასა და წარუმატებლობაზე.","საბოლოოდ, ლიდერი პასუხისმგებელია გუნდის წარმატებაზე თუ წარუმატებლობაზე."
662,This behavior oftentimes results in rifts between the leaders and the rest of the team.,უმეტესად ლიდერებსა და დანარჩენ გუნდს შორის ასეთი ქმედება განხეთქილებას იწვევს.,ეს ქცევა ხშირად იწვევს განხეთქილებას ლიდერებსა და გუნდის დანარჩენ წევრებს შორის.
663,"Virtual teams are held to the same standards of excellence as conventional teams, but there are subtle differences.","ვირტუალური გუნდების მართვა როგორც ჩვეულებრივი გუნდის შემთხვევაში მოწინავე სტანდარტების შესაბამისად ხდება, ღუმცა არსებობს მცირედი განსხვავებებიც.","ვირტუალური გუნდები ისეთივე მაღალი სტანდარტების დაკმაყოფილებას ექვემდებარებიან, როგორც ჩვეულებრივი გუნდები, მაგრამ არსებობს დახვეწილი განსხვავებები."
664,Virtual team members often function as the point of contact for their immediate physical group.,ვირტუალური გუნდის წევრები ხშირად უშუალო ფიზიკური გუნდის საკონტაქტო პირებს წარმოადგენენ.,"ვირტუალური გუნდის წევრები ხშირად ფუნქციონირებენ, როგორც კონტაქტის წერტილი მათი უშუალო ფიზიკური ჯგუფისთვის."
665,They often have more autonomy than conventional team members as their teams may meet according to varying time zones which may not be understood by their local management.,"მათ ხშირად უფრო მეტი ავტონომია აქვთ, ვიდრე გუნდის ჩვეულებრივ წევრებს, ვინაიდან მათი გუნდი შეიძლება განსხვავებული დროის სარტყელის მიხედვით შეხვდეს ერთმანეთს, რაც შეიძლება მათ ადგილობრივმა ხელმძღვანელობამ ვერ გაიგოს.","მათ ხშირად უფრო მეტი ავტონომია აქვთ, ვიდრე ჩვეულებრივ გუნდის წევრებს, რადგან მათი გუნდები შეიძლება შეიკრიბოს სხვადასხვა დროის ზონებში, რაც შესაძლოა არ ესმოდეს მათ ადგილობრივ მენეჯმენტს."
